,Source,Target,Regulation
2342,hsa-mir-2110,EMX1,miRNA-Genes
2343,hsa-mir-2110,FASN,miRNA-Genes
2344,hsa-mir-2110,FRK,miRNA-Genes
2345,hsa-mir-2110,GPR26,miRNA-Genes
2346,hsa-mir-2110,HLA-A,miRNA-Genes
2347,hsa-mir-2110,HLX,miRNA-Genes
2348,hsa-mir-2110,HNRNPD,miRNA-Genes
2349,hsa-mir-2110,HOXA7,miRNA-Genes
2350,hsa-mir-2110,HOXB6,miRNA-Genes
2351,hsa-mir-2110,MAX,miRNA-Genes
2352,hsa-mir-2110,MC2R,miRNA-Genes
2353,hsa-mir-2110,MRE11,miRNA-Genes
2354,hsa-mir-2110,MSI1,miRNA-Genes
2355,hsa-mir-2110,NBL1,miRNA-Genes
2356,hsa-mir-2110,NFIC,miRNA-Genes
2357,hsa-mir-2110,PFKFB2,miRNA-Genes
2358,hsa-mir-2110,FXYD1,miRNA-Genes
2359,hsa-mir-2110,MAPK1,miRNA-Genes
2360,hsa-mir-2110,PTGIS,miRNA-Genes
2361,hsa-mir-2110,PTK7,miRNA-Genes
2362,hsa-mir-2110,PTPN14,miRNA-Genes
2363,hsa-mir-2110,PYCR1,miRNA-Genes
2364,hsa-mir-2110,RAC1,miRNA-Genes
2365,hsa-mir-2110,MRPL12,miRNA-Genes
2366,hsa-mir-2110,SBF1,miRNA-Genes
2367,hsa-mir-2110,SH3GL1,miRNA-Genes
2368,hsa-mir-2110,SKI,miRNA-Genes
2369,hsa-mir-2110,SP1,miRNA-Genes
2370,hsa-mir-2110,TRIM21,miRNA-Genes
2371,hsa-mir-2110,VPS72,miRNA-Genes
2372,hsa-mir-2110,TP53,miRNA-Genes
2373,hsa-mir-2110,UBE2V1,miRNA-Genes
2374,hsa-mir-2110,UGT2B4,miRNA-Genes
2375,hsa-mir-2110,EIF4H,miRNA-Genes
2376,hsa-mir-2110,ZNF708,miRNA-Genes
2377,hsa-mir-2110,SHOC2,miRNA-Genes
2378,hsa-mir-2110,SGPL1,miRNA-Genes
2379,hsa-mir-2110,RPS6KA4,miRNA-Genes
2380,hsa-mir-2110,USP2,miRNA-Genes
2381,hsa-mir-2110,OSMR,miRNA-Genes
2382,hsa-mir-2110,HAND1,miRNA-Genes
2383,hsa-mir-2110,NCOR2,miRNA-Genes
2384,hsa-mir-2110,SH3PXD2A,miRNA-Genes
2385,hsa-mir-2110,RGP1,miRNA-Genes
2386,hsa-mir-2110,SPON2,miRNA-Genes
2387,hsa-mir-2110,VAT1,miRNA-Genes
2388,hsa-mir-2110,HBS1L,miRNA-Genes
2389,hsa-mir-2110,SRCAP,miRNA-Genes
2390,hsa-mir-2110,HNRNPUL1,miRNA-Genes
2391,hsa-mir-2110,NXPH3,miRNA-Genes
2392,hsa-mir-2110,COPZ1,miRNA-Genes
2393,hsa-mir-2110,RALY,miRNA-Genes
2394,hsa-mir-2110,HIC2,miRNA-Genes
2395,hsa-mir-2110,POGZ,miRNA-Genes
2396,hsa-mir-2110,FAM168A,miRNA-Genes
2397,hsa-mir-2110,RPRD2,miRNA-Genes
2398,hsa-mir-2110,ANGEL1,miRNA-Genes
2399,hsa-mir-2110,CBX5,miRNA-Genes
2400,hsa-mir-2110,TRAM1,miRNA-Genes
2401,hsa-mir-2110,BRD4,miRNA-Genes
2402,hsa-mir-2110,ZNF281,miRNA-Genes
2403,hsa-mir-2110,GTPBP4,miRNA-Genes
2404,hsa-mir-2110,FKBP8,miRNA-Genes
2405,hsa-mir-2110,ZBTB20,miRNA-Genes
2406,hsa-mir-2110,RNF11,miRNA-Genes
2407,hsa-mir-2110,TOR2A,miRNA-Genes
2408,hsa-mir-2110,NKIRAS2,miRNA-Genes
2409,hsa-mir-2110,IL21R,miRNA-Genes
2410,hsa-mir-2110,INSIG2,miRNA-Genes
2411,hsa-mir-2110,TMEM69,miRNA-Genes
2412,hsa-mir-2110,TRMT112,miRNA-Genes
2413,hsa-mir-2110,AZIN1,miRNA-Genes
2414,hsa-mir-2110,BCL11A,miRNA-Genes
2415,hsa-mir-2110,NDUFB11,miRNA-Genes
2416,hsa-mir-2110,EPB41L4B,miRNA-Genes
2417,hsa-mir-2110,GTPBP2,miRNA-Genes
2418,hsa-mir-2110,WBP1L,miRNA-Genes
2419,hsa-mir-2110,DCAF16,miRNA-Genes
2420,hsa-mir-2110,CCDC186,miRNA-Genes
2421,hsa-mir-2110,FEM1A,miRNA-Genes
2422,hsa-mir-2110,NAGK,miRNA-Genes
2423,hsa-mir-2110,NPLOC4,miRNA-Genes
2424,hsa-mir-2110,CIAPIN1,miRNA-Genes
2425,hsa-mir-2110,CBX8,miRNA-Genes
2426,hsa-mir-2110,SERINC1,miRNA-Genes
2427,hsa-mir-2110,NCEH1,miRNA-Genes
2428,hsa-mir-2110,AEN,miRNA-Genes
2429,hsa-mir-2110,MARCKSL1,miRNA-Genes
2430,hsa-mir-2110,ZNF703,miRNA-Genes
2431,hsa-mir-2110,FAM49A,miRNA-Genes
2432,hsa-mir-2110,CDT1,miRNA-Genes
2433,hsa-mir-2110,MRO,miRNA-Genes
2434,hsa-mir-2110,RHBDD1,miRNA-Genes
2435,hsa-mir-2110,YIPF4,miRNA-Genes
2436,hsa-mir-2110,LCOR,miRNA-Genes
2437,hsa-mir-2110,GLIS2,miRNA-Genes
2438,hsa-mir-2110,SCIN,miRNA-Genes
2439,hsa-mir-2110,MIDN,miRNA-Genes
2440,hsa-mir-2110,MARCHF9,miRNA-Genes
2441,hsa-mir-2110,NACC1,miRNA-Genes
2442,hsa-mir-2110,TEX261,miRNA-Genes
2443,hsa-mir-2110,TRIM71,miRNA-Genes
2444,hsa-mir-2110,STK35,miRNA-Genes
2445,hsa-mir-2110,CNKSR3,miRNA-Genes
2446,hsa-mir-2110,MIER3,miRNA-Genes
2447,hsa-mir-2110,TET3,miRNA-Genes
2448,hsa-mir-2110,SAMD9L,miRNA-Genes
2449,hsa-mir-2110,UNC5B,miRNA-Genes
2450,hsa-mir-2110,TMED4,miRNA-Genes
2451,hsa-mir-2110,ZNF740,miRNA-Genes
2452,hsa-mir-2110,MYO1H,miRNA-Genes
2453,hsa-mir-2110,DYNAP,miRNA-Genes
2454,hsa-mir-2110,CCDC137,miRNA-Genes
2455,hsa-mir-2110,ATXN1L,miRNA-Genes
2456,hsa-mir-2110,DRAXIN,miRNA-Genes
2457,hsa-mir-2110,PNPLA7,miRNA-Genes
2458,hsa-mir-2110,TMEM189,miRNA-Genes
2459,hsa-mir-2110,TMEM189-UBE2V1,miRNA-Genes
2460,hsa-mir-2110,KIAA0895L,miRNA-Genes
2461,hsa-mir-2110,POM121C,miRNA-Genes
2462,hsa-mir-2110,MINOS1-NBL1,miRNA-Genes
2463,hsa-mir-3154,BCL2L1,miRNA-Genes
2464,hsa-mir-3154,CPE,miRNA-Genes
2465,hsa-mir-3154,CTNND1,miRNA-Genes
2466,hsa-mir-3154,CYP4A11,miRNA-Genes
2467,hsa-mir-3154,DUSP8,miRNA-Genes
2468,hsa-mir-3154,EIF4A1,miRNA-Genes
2469,hsa-mir-3154,ERH,miRNA-Genes
2470,hsa-mir-3154,GGCX,miRNA-Genes
2471,hsa-mir-3154,GRIN2A,miRNA-Genes
2472,hsa-mir-3154,HADHB,miRNA-Genes
2473,hsa-mir-3154,HNRNPU,miRNA-Genes
2474,hsa-mir-3154,HOXA9,miRNA-Genes
2475,hsa-mir-3154,HOXB8,miRNA-Genes
2476,hsa-mir-3154,IDH3A,miRNA-Genes
2477,hsa-mir-3154,MDM4,miRNA-Genes
2478,hsa-mir-3154,METTL1,miRNA-Genes
2479,hsa-mir-3154,MKLN1,miRNA-Genes
2480,hsa-mir-3154,MT1A,miRNA-Genes
2481,hsa-mir-3154,NFATC3,miRNA-Genes
2482,hsa-mir-3154,NFIC,miRNA-Genes
2483,hsa-mir-3154,OSBP,miRNA-Genes
2484,hsa-mir-3154,PHEX,miRNA-Genes
2485,hsa-mir-3154,PPP1R10,miRNA-Genes
2486,hsa-mir-3154,PRELP,miRNA-Genes
2487,hsa-mir-3154,PTK7,miRNA-Genes
2488,hsa-mir-3154,RAD23B,miRNA-Genes
2489,hsa-mir-3154,RELA,miRNA-Genes
2490,hsa-mir-3154,SEMA3F,miRNA-Genes
2491,hsa-mir-3154,SKI,miRNA-Genes
2492,hsa-mir-3154,STX1A,miRNA-Genes
2493,hsa-mir-3154,TNFAIP1,miRNA-Genes
2494,hsa-mir-3154,TPM2,miRNA-Genes
2495,hsa-mir-3154,HSP90B1,miRNA-Genes
2496,hsa-mir-3154,TSPYL1,miRNA-Genes
2497,hsa-mir-3154,UBE2G1,miRNA-Genes
2498,hsa-mir-3154,UBE2V2,miRNA-Genes
2499,hsa-mir-3154,SUMO1,miRNA-Genes
2500,hsa-mir-3154,UCK2,miRNA-Genes
2501,hsa-mir-3154,WNT8B,miRNA-Genes
2502,hsa-mir-3154,BTG2,miRNA-Genes
2503,hsa-mir-3154,NR4A3,miRNA-Genes
2504,hsa-mir-3154,SLC7A5,miRNA-Genes
2505,hsa-mir-3154,KDM5C,miRNA-Genes
2506,hsa-mir-3154,OGT,miRNA-Genes
2507,hsa-mir-3154,YARS,miRNA-Genes
2508,hsa-mir-3154,SCARF1,miRNA-Genes
2509,hsa-mir-3154,DCAF5,miRNA-Genes
2510,hsa-mir-3154,SYT7,miRNA-Genes
2511,hsa-mir-3154,ZRANB2,miRNA-Genes
2512,hsa-mir-3154,ZNF264,miRNA-Genes
2513,hsa-mir-3154,UTP14C,miRNA-Genes
2514,hsa-mir-3154,KMT2B,miRNA-Genes
2515,hsa-mir-3154,ZC3H11A,miRNA-Genes
2516,hsa-mir-3154,HDAC5,miRNA-Genes
2517,hsa-mir-3154,HMGXB4,miRNA-Genes
2518,hsa-mir-3154,G3BP1,miRNA-Genes
2519,hsa-mir-3154,MYL12A,miRNA-Genes
2520,hsa-mir-3154,TXNIP,miRNA-Genes
2521,hsa-mir-3154,ZNF460,miRNA-Genes
2522,hsa-mir-3154,KIF2C,miRNA-Genes
2523,hsa-mir-3154,ZNF507,miRNA-Genes
2524,hsa-mir-3154,ICK,miRNA-Genes
2525,hsa-mir-3154,ADGRL1,miRNA-Genes
2526,hsa-mir-3154,MRPS27,miRNA-Genes
2527,hsa-mir-3154,ICOSLG,miRNA-Genes
2528,hsa-mir-3154,USP22,miRNA-Genes
2529,hsa-mir-3154,JADE2,miRNA-Genes
2530,hsa-mir-3154,ZFYVE26,miRNA-Genes
2531,hsa-mir-3154,TMEM184B,miRNA-Genes
2532,hsa-mir-3154,TSKU,miRNA-Genes
2533,hsa-mir-3154,RPAP1,miRNA-Genes
2534,hsa-mir-3154,NAT9,miRNA-Genes
2535,hsa-mir-3154,CRCP,miRNA-Genes
2536,hsa-mir-3154,RABGEF1,miRNA-Genes
2537,hsa-mir-3154,POLL,miRNA-Genes
2538,hsa-mir-3154,ANKRD11,miRNA-Genes
2539,hsa-mir-3154,EHD2,miRNA-Genes
2540,hsa-mir-3154,ING4,miRNA-Genes
2541,hsa-mir-3154,DBR1,miRNA-Genes
2542,hsa-mir-3154,C9orf78,miRNA-Genes
2543,hsa-mir-3154,SPA17,miRNA-Genes
2544,hsa-mir-3154,MBD3,miRNA-Genes
2545,hsa-mir-3154,FBXL19,miRNA-Genes
2546,hsa-mir-3154,TMEM104,miRNA-Genes
2547,hsa-mir-3154,ALKBH5,miRNA-Genes
2548,hsa-mir-3154,VPS37C,miRNA-Genes
2549,hsa-mir-3154,SBNO1,miRNA-Genes
2550,hsa-mir-3154,RNF121,miRNA-Genes
2551,hsa-mir-3154,OTUB1,miRNA-Genes
2552,hsa-mir-3154,MAP7D1,miRNA-Genes
2553,hsa-mir-3154,ENAH,miRNA-Genes
2554,hsa-mir-3154,CDC42SE1,miRNA-Genes
2555,hsa-mir-3154,MTUS1,miRNA-Genes
2556,hsa-mir-3154,PDP2,miRNA-Genes
2557,hsa-mir-3154,NLGN2,miRNA-Genes
2558,hsa-mir-3154,USP36,miRNA-Genes
2559,hsa-mir-3154,KIAA1456,miRNA-Genes
2560,hsa-mir-3154,SENP2,miRNA-Genes
2561,hsa-mir-3154,P3H1,miRNA-Genes
2562,hsa-mir-3154,GIGYF1,miRNA-Genes
2563,hsa-mir-3154,MEAF6,miRNA-Genes
2564,hsa-mir-3154,MTHFSD,miRNA-Genes
2565,hsa-mir-3154,FAM129B,miRNA-Genes
2566,hsa-mir-3154,SPATS2,miRNA-Genes
2567,hsa-mir-3154,TRIR,miRNA-Genes
2568,hsa-mir-3154,CHAC1,miRNA-Genes
2569,hsa-mir-3154,TBL1XR1,miRNA-Genes
2570,hsa-mir-3154,KLHL15,miRNA-Genes
2571,hsa-mir-3154,PRR3,miRNA-Genes
2572,hsa-mir-3154,ZNF34,miRNA-Genes
2573,hsa-mir-3154,ZFP91,miRNA-Genes
2574,hsa-mir-3154,URM1,miRNA-Genes
2575,hsa-mir-3154,CDCA3,miRNA-Genes
2576,hsa-mir-3154,MCFD2,miRNA-Genes
2577,hsa-mir-3154,ZC3HAV1L,miRNA-Genes
2578,hsa-mir-3154,PRRT2,miRNA-Genes
2579,hsa-mir-3154,C20orf96,miRNA-Genes
2580,hsa-mir-3154,SAMD10,miRNA-Genes
2581,hsa-mir-3154,SLC2A14,miRNA-Genes
2582,hsa-mir-3154,TERB2,miRNA-Genes
2583,hsa-mir-3154,TRMT10B,miRNA-Genes
2584,hsa-mir-3154,OR7D2,miRNA-Genes
2585,hsa-mir-3154,IFNLR1,miRNA-Genes
2586,hsa-mir-3154,MIER3,miRNA-Genes
2587,hsa-mir-3154,ZNF366,miRNA-Genes
2588,hsa-mir-3154,FAM151B,miRNA-Genes
2589,hsa-mir-3154,ZNF467,miRNA-Genes
2590,hsa-mir-3154,SCAMP5,miRNA-Genes
2591,hsa-mir-3154,SAMD14,miRNA-Genes
2592,hsa-mir-3154,ZNF584,miRNA-Genes
2593,hsa-mir-3154,TMEM192,miRNA-Genes
2594,hsa-mir-3154,ANKRD52,miRNA-Genes
2595,hsa-mir-3154,NWD1,miRNA-Genes
2596,hsa-mir-3154,CYP4A22,miRNA-Genes
2597,hsa-mir-3154,ZNF619,miRNA-Genes
2598,hsa-mir-3154,ARL10,miRNA-Genes
2599,hsa-mir-3154,FAM83H,miRNA-Genes
2600,hsa-mir-3154,TMEM119,miRNA-Genes
2601,hsa-mir-3154,PABPC1L2A,miRNA-Genes
2602,hsa-mir-3154,ANKRD36,miRNA-Genes
2603,hsa-mir-3154,C2orf82,miRNA-Genes
2604,hsa-mir-3154,VHLL,miRNA-Genes
2605,hsa-mir-3154,POTEG,miRNA-Genes
2606,hsa-mir-3154,POTEM,miRNA-Genes
2607,hsa-mir-3154,PABPC1L2B,miRNA-Genes
2608,hsa-mir-3154,ANKRD33B,miRNA-Genes
2609,hsa-mir-3154,POM121C,miRNA-Genes
2610,hsa-mir-3917,CDC27,miRNA-Genes
2611,hsa-mir-3917,GUCY1A2,miRNA-Genes
2612,hsa-mir-3917,NF2,miRNA-Genes
2613,hsa-mir-3917,WIPF1,miRNA-Genes
2614,hsa-mir-3917,NYX,miRNA-Genes
2615,hsa-mir-3917,ZNF347,miRNA-Genes
2616,hsa-mir-3917,LRCH3,miRNA-Genes
2617,hsa-mir-3917,ATOH8,miRNA-Genes
2618,hsa-mir-3917,FAM9C,miRNA-Genes
2619,hsa-mir-4754,MAP3K3,miRNA-Genes
2620,hsa-mir-4754,SEMA3E,miRNA-Genes
2621,hsa-mir-4754,ATP6V0A2,miRNA-Genes
2622,hsa-mir-4754,ARMCX6,miRNA-Genes
2623,hsa-mir-4754,KANSL3,miRNA-Genes
2624,hsa-mir-4754,GPR157,miRNA-Genes
2625,hsa-mir-4754,ENO4,miRNA-Genes
2626,hsa-mir-4754,LINC01551,miRNA-Genes
2627,hsa-mir-5090,AMH,miRNA-Genes
2628,hsa-mir-5090,CAPNS1,miRNA-Genes
2629,hsa-mir-5090,HNRNPC,miRNA-Genes
2630,hsa-mir-5090,IGF1R,miRNA-Genes
2631,hsa-mir-5090,MNT,miRNA-Genes
2632,hsa-mir-5090,NEUROD2,miRNA-Genes
2633,hsa-mir-5090,OPRD1,miRNA-Genes
2634,hsa-mir-5090,PAX2,miRNA-Genes
2635,hsa-mir-5090,PIN1,miRNA-Genes
2636,hsa-mir-5090,PTGIS,miRNA-Genes
2637,hsa-mir-5090,BRSK2,miRNA-Genes
2638,hsa-mir-5090,CYTH2,miRNA-Genes
2639,hsa-mir-5090,ZRANB2,miRNA-Genes
2640,hsa-mir-5090,RGS6,miRNA-Genes
2641,hsa-mir-5090,MICAL2,miRNA-Genes
2642,hsa-mir-5090,VGLL4,miRNA-Genes
2643,hsa-mir-5090,UNC13A,miRNA-Genes
2644,hsa-mir-5090,POFUT2,miRNA-Genes
2645,hsa-mir-5090,LEPROTL1,miRNA-Genes
2646,hsa-mir-5090,NOB1,miRNA-Genes
2647,hsa-mir-5090,PIAS4,miRNA-Genes
2648,hsa-mir-5090,TOR4A,miRNA-Genes
2649,hsa-mir-5090,CASZ1,miRNA-Genes
2650,hsa-mir-5090,PRX,miRNA-Genes
2651,hsa-mir-5090,UBL5,miRNA-Genes
2652,hsa-mir-5090,SRCIN1,miRNA-Genes
2653,hsa-mir-5090,UNC119B,miRNA-Genes
2654,hsa-mir-5090,LMNB2,miRNA-Genes
2655,hsa-mir-5090,FAM83A,miRNA-Genes
2656,hsa-mir-5090,NKX2-3,miRNA-Genes
2657,hsa-mir-5090,CC2D1B,miRNA-Genes
2658,hsa-mir-5090,HRNR,miRNA-Genes
2659,hsa-mir-5090,C1orf229,miRNA-Genes
2660,hsa-mir-5193,ALDOA,miRNA-Genes
2661,hsa-mir-5193,XIAP,miRNA-Genes
2662,hsa-mir-5193,AR,miRNA-Genes
2663,hsa-mir-5193,RHOB,miRNA-Genes
2664,hsa-mir-5193,ATP2B3,miRNA-Genes
2665,hsa-mir-5193,C6,miRNA-Genes
2666,hsa-mir-5193,CACNB2,miRNA-Genes
2667,hsa-mir-5193,CAPN6,miRNA-Genes
2668,hsa-mir-5193,CAV1,miRNA-Genes
2669,hsa-mir-5193,SERPINH1,miRNA-Genes
2670,hsa-mir-5193,CCR5,miRNA-Genes
2671,hsa-mir-5193,COL19A1,miRNA-Genes
2672,hsa-mir-5193,CREBBP,miRNA-Genes
2673,hsa-mir-5193,CYP2B6,miRNA-Genes
2674,hsa-mir-5193,DBN1,miRNA-Genes
2675,hsa-mir-5193,DIO2,miRNA-Genes
2676,hsa-mir-5193,ARID3A,miRNA-Genes
2677,hsa-mir-5193,S1PR1,miRNA-Genes
2678,hsa-mir-5193,EDN2,miRNA-Genes
2679,hsa-mir-5193,ERN1,miRNA-Genes
2680,hsa-mir-5193,GPC4,miRNA-Genes
2681,hsa-mir-5193,GPC5,miRNA-Genes
2682,hsa-mir-5193,GLO1,miRNA-Genes
2683,hsa-mir-5193,GMPR,miRNA-Genes
2684,hsa-mir-5193,RAPGEF1,miRNA-Genes
2685,hsa-mir-5193,GRID1,miRNA-Genes
2686,hsa-mir-5193,GRIK3,miRNA-Genes
2687,hsa-mir-5193,NR3C1,miRNA-Genes
2688,hsa-mir-5193,ARHGAP35,miRNA-Genes
2689,hsa-mir-5193,GRM1,miRNA-Genes
2690,hsa-mir-5193,HLCS,miRNA-Genes
2691,hsa-mir-5193,HMGB1,miRNA-Genes
2692,hsa-mir-5193,HMGN2,miRNA-Genes
2693,hsa-mir-5193,HMGCS1,miRNA-Genes
2694,hsa-mir-5193,HMOX1,miRNA-Genes
2695,hsa-mir-5193,TLX1,miRNA-Genes
2696,hsa-mir-5193,HOXA13,miRNA-Genes
2697,hsa-mir-5193,IL10RB,miRNA-Genes
2698,hsa-mir-5193,FOXK2,miRNA-Genes
2699,hsa-mir-5193,ING1,miRNA-Genes
2700,hsa-mir-5193,IPP,miRNA-Genes
2701,hsa-mir-5193,KCNJ11,miRNA-Genes
2702,hsa-mir-5193,KCNN1,miRNA-Genes
2703,hsa-mir-5193,KIFC3,miRNA-Genes
2704,hsa-mir-5193,KLK2,miRNA-Genes
2705,hsa-mir-5193,KRT32,miRNA-Genes
2706,hsa-mir-5193,LIF,miRNA-Genes
2707,hsa-mir-5193,ABLIM1,miRNA-Genes
2708,hsa-mir-5193,VWA5A,miRNA-Genes
2709,hsa-mir-5193,MAT2A,miRNA-Genes
2710,hsa-mir-5193,MCL1,miRNA-Genes
2711,hsa-mir-5193,AFF1,miRNA-Genes
2712,hsa-mir-5193,MYO1F,miRNA-Genes
2713,hsa-mir-5193,NKX2-2,miRNA-Genes
2714,hsa-mir-5193,PAX1,miRNA-Genes
2715,hsa-mir-5193,PHF1,miRNA-Genes
2716,hsa-mir-5193,EXOSC10,miRNA-Genes
2717,hsa-mir-5193,PRKAG1,miRNA-Genes
2718,hsa-mir-5193,PRKCA,miRNA-Genes
2719,hsa-mir-5193,PRPSAP1,miRNA-Genes
2720,hsa-mir-5193,PSMB5,miRNA-Genes
2721,hsa-mir-5193,PTAFR,miRNA-Genes
2722,hsa-mir-5193,RAB13,miRNA-Genes
2723,hsa-mir-5193,MAP2K4,miRNA-Genes
2724,hsa-mir-5193,SRSF7,miRNA-Genes
2725,hsa-mir-5193,SHB,miRNA-Genes
2726,hsa-mir-5193,ST3GAL2,miRNA-Genes
2727,hsa-mir-5193,SLC4A1,miRNA-Genes
2728,hsa-mir-5193,SLIT1,miRNA-Genes
2729,hsa-mir-5193,SMARCE1,miRNA-Genes
2730,hsa-mir-5193,SORD,miRNA-Genes
2731,hsa-mir-5193,SPIB,miRNA-Genes
2732,hsa-mir-5193,SRD5A1,miRNA-Genes
2733,hsa-mir-5193,AKR1D1,miRNA-Genes
2734,hsa-mir-5193,STC1,miRNA-Genes
2735,hsa-mir-5193,TCF7L2,miRNA-Genes
2736,hsa-mir-5193,LEFTY2,miRNA-Genes
2737,hsa-mir-5193,TP53,miRNA-Genes
2738,hsa-mir-5193,VEGFA,miRNA-Genes
2739,hsa-mir-5193,LAT2,miRNA-Genes
2740,hsa-mir-5193,WNT9B,miRNA-Genes
2741,hsa-mir-5193,XPC,miRNA-Genes
2742,hsa-mir-5193,ZNF99,miRNA-Genes
2743,hsa-mir-5193,ZBTB16,miRNA-Genes
2744,hsa-mir-5193,ZNF195,miRNA-Genes
2745,hsa-mir-5193,ZNF207,miRNA-Genes
2746,hsa-mir-5193,PXDN,miRNA-Genes
2747,hsa-mir-5193,MAFK,miRNA-Genes
2748,hsa-mir-5193,PABPN1,miRNA-Genes
2749,hsa-mir-5193,GAN,miRNA-Genes
2750,hsa-mir-5193,ESS2,miRNA-Genes
2751,hsa-mir-5193,PIP4K2B,miRNA-Genes
2752,hsa-mir-5193,PEA15,miRNA-Genes
2753,hsa-mir-5193,ALDH1A2,miRNA-Genes
2754,hsa-mir-5193,EIF2B2,miRNA-Genes
2755,hsa-mir-5193,PIGQ,miRNA-Genes
2756,hsa-mir-5193,SYNGR1,miRNA-Genes
2757,hsa-mir-5193,SLC22A6,miRNA-Genes
2758,hsa-mir-5193,ZNF264,miRNA-Genes
2759,hsa-mir-5193,MED7,miRNA-Genes
2760,hsa-mir-5193,ADAMTS1,miRNA-Genes
2761,hsa-mir-5193,STXBP5L,miRNA-Genes
2762,hsa-mir-5193,PDE4DIP,miRNA-Genes
2763,hsa-mir-5193,CEP104,miRNA-Genes
2764,hsa-mir-5193,MTSS1,miRNA-Genes
2765,hsa-mir-5193,DAZAP2,miRNA-Genes
2766,hsa-mir-5193,CTIF,miRNA-Genes
2767,hsa-mir-5193,RUSC2,miRNA-Genes
2768,hsa-mir-5193,TMCC2,miRNA-Genes
2769,hsa-mir-5193,FAM20B,miRNA-Genes
2770,hsa-mir-5193,IQSEC1,miRNA-Genes
2771,hsa-mir-5193,ZBTB40,miRNA-Genes
2772,hsa-mir-5193,SLC23A1,miRNA-Genes
2773,hsa-mir-5193,UST,miRNA-Genes
2774,hsa-mir-5193,TSPAN1,miRNA-Genes
2775,hsa-mir-5193,RASA4,miRNA-Genes
2776,hsa-mir-5193,BCAS2,miRNA-Genes
2777,hsa-mir-5193,KLF2,miRNA-Genes
2778,hsa-mir-5193,POLR3G,miRNA-Genes
2779,hsa-mir-5193,TXNIP,miRNA-Genes
2780,hsa-mir-5193,FAM189B,miRNA-Genes
2781,hsa-mir-5193,C10orf10,miRNA-Genes
2782,hsa-mir-5193,NUDT5,miRNA-Genes
2783,hsa-mir-5193,DUSP10,miRNA-Genes
2784,hsa-mir-5193,GPR45,miRNA-Genes
2785,hsa-mir-5193,SNW1,miRNA-Genes
2786,hsa-mir-5193,DIP2C,miRNA-Genes
2787,hsa-mir-5193,RAB21,miRNA-Genes
2788,hsa-mir-5193,MRPS27,miRNA-Genes
2789,hsa-mir-5193,FAM208A,miRNA-Genes
2790,hsa-mir-5193,ICOSLG,miRNA-Genes
2791,hsa-mir-5193,CRTC1,miRNA-Genes
2792,hsa-mir-5193,NPTXR,miRNA-Genes
2793,hsa-mir-5193,VSIG2,miRNA-Genes
2794,hsa-mir-5193,SLC7A11,miRNA-Genes
2795,hsa-mir-5193,RTTN,miRNA-Genes
2796,hsa-mir-5193,LRIG1,miRNA-Genes
2797,hsa-mir-5193,ZBTB20,miRNA-Genes
2798,hsa-mir-5193,CNNM3,miRNA-Genes
2799,hsa-mir-5193,TIMM10,miRNA-Genes
2800,hsa-mir-5193,TBL2,miRNA-Genes
2801,hsa-mir-5193,PALD1,miRNA-Genes
2802,hsa-mir-5193,AGO2,miRNA-Genes
2803,hsa-mir-5193,SIT1,miRNA-Genes
2804,hsa-mir-5193,RNF115,miRNA-Genes
2805,hsa-mir-5193,PCDH17,miRNA-Genes
2806,hsa-mir-5193,BHLHE22,miRNA-Genes
2807,hsa-mir-5193,C11orf54,miRNA-Genes
2808,hsa-mir-5193,A1CF,miRNA-Genes
2809,hsa-mir-5193,NRBF2,miRNA-Genes
2810,hsa-mir-5193,RAX,miRNA-Genes
2811,hsa-mir-5193,DUOX2,miRNA-Genes
2812,hsa-mir-5193,ANO7,miRNA-Genes
2813,hsa-mir-5193,MLXIPL,miRNA-Genes
2814,hsa-mir-5193,CHST15,miRNA-Genes
2815,hsa-mir-5193,LGSN,miRNA-Genes
2816,hsa-mir-5193,HDAC7,miRNA-Genes
2817,hsa-mir-5193,SPA17,miRNA-Genes
2818,hsa-mir-5193,CLIC5,miRNA-Genes
2819,hsa-mir-5193,A4GALT,miRNA-Genes
2820,hsa-mir-5193,FBXO42,miRNA-Genes
2821,hsa-mir-5193,NEURL1B,miRNA-Genes
2822,hsa-mir-5193,HMGCLL1,miRNA-Genes
2823,hsa-mir-5193,PIGG,miRNA-Genes
2824,hsa-mir-5193,CMTM6,miRNA-Genes
2825,hsa-mir-5193,C19orf24,miRNA-Genes
2826,hsa-mir-5193,WDR70,miRNA-Genes
2827,hsa-mir-5193,RBM23,miRNA-Genes
2828,hsa-mir-5193,KLHL11,miRNA-Genes
2829,hsa-mir-5193,ZCCHC8,miRNA-Genes
2830,hsa-mir-5193,POMGNT1,miRNA-Genes
2831,hsa-mir-5193,PEX26,miRNA-Genes
2832,hsa-mir-5193,TENM3,miRNA-Genes
2833,hsa-mir-5193,LMBR1L,miRNA-Genes
2834,hsa-mir-5193,PARVA,miRNA-Genes
2835,hsa-mir-5193,LRIF1,miRNA-Genes
2836,hsa-mir-5193,BDP1,miRNA-Genes
2837,hsa-mir-5193,MTFR1L,miRNA-Genes
2838,hsa-mir-5193,TRIM39,miRNA-Genes
2839,hsa-mir-5193,DPYSL5,miRNA-Genes
2840,hsa-mir-5193,CABP4,miRNA-Genes
2841,hsa-mir-5193,NAT14,miRNA-Genes
2842,hsa-mir-5193,JPH2,miRNA-Genes
